
1300311,ENC,UG4,12:49:35,03/05/2025,Present
200456,Mechanical,UG1,13:17:03,05/05/2025,Present
33110,Civil,UG3,23:03:18,05/05/2025,Present
123,COE,UG2,11:10:14,09/06/2025,Present
